ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2,A Lamusi,M,23.0,170.0,60.0,China,CHN,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,
53,Talaat Abada,M,24.0,172.0,58.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Flyweight,
64,M'Bairo Abakar,M,31.0,,,Chad,CHA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Middleweight,
65,Patimat Abakarova,F,21.0,165.0,49.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Bronze
78,Salim Abanoz,M,26.0,,,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
158,Noha Abd Rabo,F,21.0,,,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,
165,Nia Nicole Abdallah,F,20.0,175.0,56.0,United States,USA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver
229,Mohamed Ali Abdelaal,M,26.0,175.0,81.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
242,Ahmed Abdelrahman,M,20.0,165.0,60.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,
353,Rasul Abduraim,M,19.0,183.0,74.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,
353,Rasul Abduraim,M,23.0,183.0,74.0,Kyrgyzstan,KGZ,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,
355,Mukhamadmurod Abdurakhmonov,M,29.0,192.0,117.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
362,Isao Ko Abe,M,24.0,177.0,75.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Hammer Throw,
363,Kazumi Abe,M,24.0,178.0,67.0,Japan-1,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,
363,Kazumi Abe,M,24.0,178.0,67.0,Japan-1,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
363,Kazumi Abe,M,28.0,178.0,67.0,Japan-1,JPN,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,
363,Kazumi Abe,M,28.0,178.0,67.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,
364,Kazuo Abe,M,25.0,166.0,69.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",
365,Kinya Abe,M,23.0,168.0,68.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",
366,Kiyoshi Abe,M,25.0,167.0,62.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",
367,Masashi Abe,M,22.0,175.0,64.0,Japan,JPN,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,
367,Masashi Abe,M,22.0,175.0,64.0,Japan,JPN,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Individual,
367,Masashi Abe,M,26.0,175.0,64.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,
367,Masashi Abe,M,28.0,175.0,64.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Gold
367,Masashi Abe,M,28.0,175.0,64.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,
368,Naoki Abe,M,23.0,173.0,68.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,
368,Naoki Abe,M,23.0,173.0,68.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,
369,Osamu Abe,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,
370,Shigeaki Abe,M,24.0,178.0,70.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
370,Shigeaki Abe,M,28.0,178.0,70.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,
371,Shinnosuke Abe,M,21.0,179.0,91.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
371,Shinnosuke Abe,M,29.0,179.0,91.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
372,"Sanshiro ""Sonny"" Abe",M,26.0,166.0,57.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
373,Tadashi Abe,M,21.0,190.0,80.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,
373,Tadashi Abe,M,25.0,190.0,80.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,
373,Tadashi Abe,M,29.0,190.0,80.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,
374,Tadatoshi Abe,M,28.0,170.0,60.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
375,Wakako Abe,F,18.0,168.0,60.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",
376,Yoshiyuki Abe,M,31.0,175.0,67.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
377,Yuki Abe,M,22.0,177.0,75.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
400,Yaritza Abel Rojas,F,28.0,,62.0,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,
439,Sagat Abikeyeva,F,27.0,160.0,78.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Heavyweight,
440,Mitsuhiro Abiko,M,19.0,169.0,62.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
441,Tomomi Abiko,F,24.0,173.0,53.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,
498,El-Sayed Aboumedan,M,26.0,178.0,81.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,
596,Maher Abu Rmilah,M,28.0,172.0,72.0,Palestine,PLE,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,
608,Ahmad Abughaush,M,20.0,178.0,68.0,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
610,Ginko Abukawa-Chiba,F,22.0,148.0,46.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
612,Mohammad Abulibdeh,M,28.0,183.0,68.0,Jordan,JOR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Featherweight,
616,Shigeru Aburaya,M,27.0,163.0,51.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
617,Cristobal Alejandro Aburto Tinoco,M,28.0,161.0,60.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,
658,Jaouad Achab,M,23.0,175.0,64.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
666,Aziz Acharki,M,28.0,180.0,68.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,
688,Said Achtar,M,23.0,,,Syria,SYR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,
741,Ricardo Acua,M,25.0,,,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
746,Goro Adachi,M,19.0,156.0,56.0,Japan,JPN,1932 Winter,1932,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
746,Goro Adachi,M,23.0,156.0,56.0,Japan,JPN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
747,Kiyoshi Adachi,M,22.0,179.0,60.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,
748,Mariko Adachi,F,29.0,162.0,51.0,Japan,JPN,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,
749,Miho Adachi,F,25.0,165.0,58.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
750,Seiya Adachi,M,21.0,172.0,67.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
751,Takumi Adachi,M,26.0,168.0,67.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Freestyle",
752,Yumi Adachi,F,23.0,160.0,,Japan,JPN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
753,Yurie Adachi,F,28.0,156.0,51.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,
786,Adam Eucharyst Adamczyk,M,21.0,173.0,80.0,Poland,POL,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,
786,Adam Eucharyst Adamczyk,M,25.0,173.0,80.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Middleweight,
795,Tomasz Adamiec,M,26.0,171.0,69.5,Poland,POL,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,
795,Tomasz Adamiec,M,30.0,171.0,69.5,Poland,POL,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,
819,John E. Adams,M,24.0,178.0,95.0,Dominican Republic,DOM,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Heavyweight,
830,Adrian Neil Adams,M,21.0,178.0,78.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Silver
830,Adrian Neil Adams,M,25.0,178.0,78.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver
830,Adrian Neil Adams,M,29.0,178.0,78.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,
859,Mamudu Adamu,M,27.0,,,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,
871,Berkane Lakhdar Adda,M,21.0,178.0,78.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Middleweight,
906,Peter Adelaar,M,33.0,213.0,135.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Heavyweight,
906,Peter Adelaar,M,33.0,213.0,135.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,
954,Adiyasambuu Tsolmon,F,23.0,165.0,65.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
997,Lars Olof Melker Adolfsson,M,22.0,183.0,81.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,
997,Lars Olof Melker Adolfsson,M,26.0,183.0,81.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Middleweight,
1027,Mark J. Adshead,M,25.0,173.0,65.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Lightweight,
1039,Silulu A'etonu (-Grey),F,24.0,170.0,59.0,American Samoa,ASA,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Middleweight,
1048,Eduard Aellig,M,24.0,181.0,93.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Heavyweight,
1084,Shimaa Afifi,F,19.0,163.0,54.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,
1086,Madjid Aflaki Khamesh,M,27.0,184.0,77.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Welterweight,
1105,Mirza Najib Aga,M,19.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,
1131,Clarisse Agbegnenou,F,23.0,164.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
1138,Iwao Ageishi,M,24.0,166.0,72.0,Japan,JPN,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
1139,Craig John Agena,M,23.0,170.0,66.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,
1199,Slim Agrebi,M,22.0,,,Tunisia,TUN,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,
1286,Jorge David Aguirre Wardi,M,30.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,
1317,Younes Al-Ahamdi,M,28.0,167.0,60.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,
1317,Younes Al-Ahamdi,M,32.0,167.0,60.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Extra-Lightweight,
1394,Ghofran Ahmed Zaki,M,23.0,192.0,68.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
1473,Hideaki Aida,M,21.0,175.0,71.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Rings,
1483,Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
1483,Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
1484,Toyoyi Aihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
1484,Toyoyi Aihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horizontal Bar,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Rings,
1485,Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,
1487,Ryoji Aikawa,M,28.0,183.0,85.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
1507,Markku Erkki Airio,M,24.0,188.0,96.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Heavyweight,
1507,Markku Erkki Airio,M,24.0,188.0,96.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Open Class,
1542,Hiroyasu Aizawa,M,18.0,169.0,63.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
1542,Hiroyasu Aizawa,M,18.0,169.0,63.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
1543,Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
1543,Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
1543,Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,
1567,Yukiko Akaba,F,28.0,158.0,43.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",
1567,Yukiko Akaba,F,28.0,158.0,43.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",
1571,Chieko Akagi,F,29.0,165.0,59.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
1572,Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
1572,Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,
1572,Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
1572,Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,
1573,Norihiro Akahoshi,M,24.0,170.0,65.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
1574,Kosei Akaishi,M,19.0,172.0,74.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1574,Kosei Akaishi,M,23.0,172.0,74.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Lightweight, Freestyle",
1574,Kosei Akaishi,M,27.0,172.0,74.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
1576,Toshiro Akamatsu,M,23.0,162.0,56.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
1580,Akiko Akasaka,F,20.0,150.0,52.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
1581,Yuichi Akasaka,M,24.0,169.0,64.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
1581,Yuichi Akasaka,M,26.0,169.0,64.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
1583,Hiroyuki Akatsuka,M,43.0,167.0,65.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
1586,Shikashi Akazawa,M,25.0,180.0,77.0,Japan,JPN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
1592,Egamnazar Akbarov,M,28.0,172.0,73.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,
1610,Anne Carita kerblom (-Vainio-),F,31.0,185.0,83.5,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Heavyweight,
1642,Akhat Akhirov,M,26.0,,,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
1643,Sergey Akhirov,M,31.0,,,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,
1670,Tadahiro Akiba,M,20.0,173.0,68.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
1671,Takeshi Akiba,M,23.0,172.0,70.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,
1671,Takeshi Akiba,M,27.0,172.0,70.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
1671,Takeshi Akiba,M,31.0,172.0,70.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
1675,Masahiro Akimoto,M,23.0,175.0,63.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
1675,Masahiro Akimoto,M,23.0,175.0,63.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
1689,"Mildred Akinyi ""Milka"" Alango",F,19.0,157.0,49.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Flyweight,
1691,Erika Akiyama,F,19.0,156.0,44.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
1691,Erika Akiyama,F,23.0,156.0,44.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
1692,Teruyoshi Akiyama,M,44.0,168.0,65.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
1693,Yasunari Akiyama,M,28.0,185.0,102.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
1694,Yoshiko Akiyama,F,22.0,153.0,,Japan,JPN,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,
1727,Simo Huvi Akrenius,M,23.0,182.0,83.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,
1728,Varvara Akritidou,F,23.0,173.0,78.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,
1755,Chie Akutsu,F,27.0,155.0,51.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
1756,Kozu Akutsu,M,27.0,162.0,51.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",
1763,Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
1805,Kamal Ibrahim Al-Athari,M,17.0,176.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,
